iteracion,valor_coste
0,121255.33333333333
1,4871.999999999999
2,4946.666666666666
3,121592.66666666666
4,5034.333333333333
5,122217.66666666666
6,121654.99999999999
7,4676.333333333333
8,122230.33333333333
9,5033.666666666666
10,4251.666666666667
11,4497.000000000001
12,120658.66666666666
13,4704.333333333333
14,121588.66666666666
15,3909.333333333335
16,5610.333333333332
17,5080.333333333332
18,4817.999999999999
19,5693.666666666667
20,5334.666666666667
21,120667.99999999999
22,5026.666666666666
23,3955.3333333333335
24,122613.66666666666
25,121455.33333333333
26,120791.99999999999
27,121247.66666666666
28,122189.66666666666
29,4622.333333333333
30,120604.99999999999
31,4809.666666666667
32,122459.66666666666
33,122514.99999999999
34,5501.666666666666
35,123215.33333333333
36,4438.000000000001
37,121414.33333333333
38,3696.333333333333
39,4793.333333333333
40,121072.33333333333
41,120276.66666666666
42,5167.666666666666
43,120724.99999999999
44,122930.99999999999
45,4271.666666666666
46,122260.66666666666
47,4722.666666666666
48,119783.99999999999
49,122172.66666666666
50,5551.333333333332
51,123277.33333333333
52,122180.66666666666
53,6159.666666666665
54,3746.333333333334
55,123100.99999999999
56,121296.33333333333
57,121409.99999999999
58,119562.66666666666
59,4297.0
60,6031.333333333334
61,3572.000000000001
62,4446.333333333332
63,4896.999999999999
64,6098.333333333333
65,121725.66666666666
66,4546.333333333333
67,5459.666666666666
68,4092.666666666668
69,5509.333333333332
70,120763.66666666666
71,121391.99999999999
72,121397.33333333333
73,120479.33333333333
74,122101.33333333333
75,4647.666666666667
76,3153.9999999999995
77,121188.66666666666
78,121484.66666666666
79,4647.666666666667
80,3371.666666666667
81,5555.999999999999
82,120750.99999999999
83,5342.999999999999
84,6331.333333333331
85,5868.666666666666
86,5201.666666666667
87,5126.666666666667
88,121196.33333333333
89,121209.99999999999
90,4267.333333333334
91,122622.99999999999
92,4054.666666666666
93,3509.0
94,5492.999999999999
95,4967.000000000001
96,6559.999999999998
97,3905.0000000000005
98,120475.66666666666
99,122543.66666666666
100,122626.33333333333
101,120367.66666666666
102,4660.0
103,4255.0
104,3604.0
105,121492.99999999999
106,4713.999999999999
107,4817.999999999999
108,122317.99999999999
109,5338.666666666666
110,121397.33333333333
111,4301.0
112,122727.66666666666
113,122172.99999999999
114,4918.333333333333
115,119813.33333333333
116,121714.99999999999
117,6860.666666666666
118,122517.99999999999
119,121842.66666666666
120,5200.666666666666
121,4563.666666666667
122,120883.99999999999
123,121759.33333333333
124,5439.0
125,4601.333333333333
126,121517.66666666666
127,3667.3333333333335
128,4721.666666666666
129,7715.333333333331
130,121137.99999999999
131,4776.666666666666
132,5538.666666666665
133,122306.66666666666
134,120945.66666666666
135,120859.33333333333
136,121839.66666666666
137,3300.666666666666
138,121576.99999999999
139,4192.333333333333
140,120625.66666666666
141,4129.666666666667
142,121655.66666666666
143,122865.66666666666
144,3787.333333333334
145,3930.3333333333335
146,3704.666666666666
147,3508.3333333333335
148,4663.333333333333
149,5222.333333333332
150,123072.99999999999
151,4392.666666666666
152,3396.3333333333335
153,6831.333333333331
154,3983.9999999999995
155,122636.66666666666
156,119871.33333333333
157,6194.666666666664
158,121389.66666666666
159,5159.666666666667
160,4455.0
161,4693.666666666667
162,123031.33333333333
