iteracion,valor_coste
0,3153.9999999999995
1,3153.9999999999995
2,3153.9999999999995
3,2999.666666666666
4,2999.666666666666
5,2942.0
6,2942.0
7,2942.0
8,2725.3333333333326
9,2725.3333333333326
10,2103.999999999999
11,2103.999999999999
12,2103.999999999999
13,2103.999999999999
14,2103.999999999999
15,2103.999999999999
16,2103.999999999999
17,2103.999999999999
18,2103.999999999999
19,2103.999999999999
20,2103.999999999999
21,2103.999999999999
22,2103.999999999999
23,2103.999999999999
24,2103.999999999999
25,2103.999999999999
26,2103.999999999999
27,2103.999999999999
28,2103.999999999999
29,2103.999999999999
30,2103.999999999999
31,2103.999999999999
32,2103.999999999999
33,2103.999999999999
34,2103.999999999999
35,2103.999999999999
36,2103.999999999999
37,2103.999999999999
38,2103.999999999999
39,2103.999999999999
40,2103.999999999999
41,2103.999999999999
42,2103.999999999999
43,2103.999999999999
44,2103.999999999999
45,2007.999999999999
46,2007.999999999999
47,2007.999999999999
48,2007.999999999999
49,2007.999999999999
50,2007.999999999999
51,2007.999999999999
52,2007.999999999999
53,2007.999999999999
54,2007.999999999999
55,2007.999999999999
56,2007.999999999999
57,2007.999999999999
58,2007.999999999999
59,2007.999999999999
60,2007.999999999999
61,2007.999999999999
62,2007.999999999999
63,2007.999999999999
64,2007.999999999999
65,2007.999999999999
66,2007.999999999999
67,1999.6666666666667
68,1999.6666666666667
69,1999.6666666666667
70,1999.6666666666667
71,1999.6666666666667
72,1999.6666666666667
73,1999.6666666666667
74,1999.6666666666667
75,1999.6666666666667
76,1999.6666666666667
77,1999.6666666666667
78,1999.6666666666667
79,1999.6666666666667
80,1999.6666666666667
81,1770.6666666666663
82,1770.6666666666663
83,1770.6666666666663
84,1770.6666666666663
85,1770.6666666666663
86,1770.6666666666663
87,1770.6666666666663
88,1770.6666666666663
89,1770.6666666666663
90,1770.6666666666663
91,1770.6666666666663
92,1770.6666666666663
93,1770.6666666666663
94,1770.6666666666663
95,1770.6666666666663
96,1770.6666666666663
97,1770.6666666666663
98,1770.6666666666663
99,1770.6666666666663
100,1770.6666666666663
101,1419.3333333333328
102,1419.3333333333328
103,1419.3333333333328
104,1419.3333333333328
105,1419.3333333333328
106,1419.3333333333328
107,1419.3333333333328
108,1419.3333333333328
109,1419.3333333333328
110,1419.3333333333328
111,1419.3333333333328
112,1419.3333333333328
113,1419.3333333333328
114,1419.3333333333328
115,1419.3333333333328
116,1419.3333333333328
117,1419.3333333333328
118,1419.3333333333328
119,1419.3333333333328
120,1419.3333333333328
121,1419.3333333333328
122,1419.3333333333328
123,1419.3333333333328
124,1419.3333333333328
125,1419.3333333333328
126,1419.3333333333328
127,1419.3333333333328
128,1419.3333333333328
129,1419.3333333333328
130,1419.3333333333328
131,1419.3333333333328
132,1419.3333333333328
133,1419.3333333333328
134,1419.3333333333328
135,1419.3333333333328
136,1419.3333333333328
137,1419.3333333333328
138,1419.3333333333328
139,1419.3333333333328
