iteracion,valor_coste
0,538.9999999999999
1,450.99999999999994
2,392.9999999999999
3,392.9999999999999
4,392.9999999999999
5,392.9999999999999
6,392.9999999999999
7,392.9999999999999
8,326.33333333333326
9,326.33333333333326
10,238.33333333333331
11,238.33333333333331
12,238.33333333333331
13,238.33333333333331
14,238.33333333333331
15,196.66666666666663
16,196.66666666666663
17,196.66666666666663
18,196.66666666666663
19,196.66666666666663
20,196.66666666666663
21,196.66666666666663
22,196.66666666666663
23,196.66666666666663
24,196.66666666666663
25,196.66666666666663
26,196.66666666666663
27,196.66666666666663
28,196.66666666666663
29,196.66666666666663
30,196.66666666666663
31,196.66666666666663
32,196.66666666666663
33,196.66666666666663
34,196.66666666666663
35,196.66666666666663
36,196.66666666666663
37,196.66666666666663
38,196.66666666666663
39,196.66666666666663
40,196.66666666666663
41,196.66666666666663
42,196.66666666666663
43,196.66666666666663
44,196.66666666666663
45,196.66666666666663
46,196.66666666666663
47,196.66666666666663
48,196.66666666666663
49,196.66666666666663
50,196.66666666666663
51,196.66666666666663
52,196.66666666666663
53,196.66666666666663
54,196.66666666666663
55,196.66666666666663
56,196.66666666666663
57,196.66666666666663
58,196.66666666666663
59,196.66666666666663
60,196.66666666666663
61,196.66666666666663
62,196.66666666666663
63,196.66666666666663
64,196.66666666666663
65,196.66666666666663
66,196.66666666666663
67,196.66666666666663
68,196.66666666666663
69,196.66666666666663
70,196.66666666666663
71,196.66666666666663
72,196.66666666666663
73,196.66666666666663
74,196.66666666666663
75,196.66666666666663
76,196.66666666666663
77,196.66666666666663
78,196.66666666666663
79,196.66666666666663
80,196.66666666666663
81,196.66666666666663
82,196.66666666666663
83,196.66666666666663
84,196.66666666666663
85,196.66666666666663
86,196.66666666666663
87,196.66666666666663
88,196.66666666666663
89,196.66666666666663
90,196.66666666666663
91,196.66666666666663
92,196.66666666666663
93,196.66666666666663
94,196.66666666666663
95,196.66666666666663
96,196.66666666666663
97,196.66666666666663
98,196.66666666666663
99,196.66666666666663
100,196.66666666666663
101,196.66666666666663
102,196.66666666666663
103,196.66666666666663
104,196.66666666666663
105,196.66666666666663
106,196.66666666666663
107,196.66666666666663
108,196.66666666666663
109,196.66666666666663
110,196.66666666666663
111,196.66666666666663
112,196.66666666666663
113,196.66666666666663
114,196.66666666666663
115,196.66666666666663
116,196.66666666666663
117,196.66666666666663
118,196.66666666666663
119,196.66666666666663
120,196.66666666666663
121,196.66666666666663
122,196.66666666666663
123,196.66666666666663
124,196.66666666666663
125,196.66666666666663
126,196.66666666666663
127,196.66666666666663
128,196.66666666666663
129,196.66666666666663
130,196.66666666666663
131,196.66666666666663
132,196.66666666666663
133,196.66666666666663
134,196.66666666666663
135,196.66666666666663
136,196.66666666666663
137,196.66666666666663
138,196.66666666666663
139,196.66666666666663
140,196.66666666666663
141,196.66666666666663
142,196.66666666666663
143,196.66666666666663
144,196.66666666666663
145,196.66666666666663
146,196.66666666666663
147,196.66666666666663
148,196.66666666666663
149,196.66666666666663
150,196.66666666666663
151,196.66666666666663
152,196.66666666666663
153,196.66666666666663
154,196.66666666666663
155,196.66666666666663
156,196.66666666666663
157,196.66666666666663
158,196.66666666666663
159,196.66666666666663
160,196.66666666666663
161,196.66666666666663
162,196.66666666666663
163,196.66666666666663
164,196.66666666666663
165,196.66666666666663
166,196.66666666666663
167,196.66666666666663
168,196.66666666666663
169,196.66666666666663
170,196.66666666666663
171,196.66666666666663
172,196.66666666666663
173,196.66666666666663
174,196.66666666666663
175,196.66666666666663
176,196.66666666666663
177,196.66666666666663
178,196.66666666666663
179,196.66666666666663
180,167.33333333333331
181,167.33333333333331
182,167.33333333333331
183,167.33333333333331
184,167.33333333333331
185,167.33333333333331
186,167.33333333333331
187,167.33333333333331
188,167.33333333333331
189,167.33333333333331
190,167.33333333333331
191,167.33333333333331
192,167.33333333333331
193,167.33333333333331
194,167.33333333333331
195,167.33333333333331
196,167.33333333333331
197,167.33333333333331
198,167.33333333333331
199,167.33333333333331
200,167.33333333333331
201,167.33333333333331
202,167.33333333333331
203,167.33333333333331
204,167.33333333333331
205,167.33333333333331
206,167.33333333333331
207,167.33333333333331
208,167.33333333333331
209,167.33333333333331
210,167.33333333333331
211,167.33333333333331
212,167.33333333333331
213,167.33333333333331
214,167.33333333333331
215,167.33333333333331
216,167.33333333333331
217,167.33333333333331
218,167.33333333333331
219,167.33333333333331
220,167.33333333333331
221,167.33333333333331
222,167.33333333333331
223,167.33333333333331
224,167.33333333333331
225,167.33333333333331
226,167.33333333333331
227,167.33333333333331
228,167.33333333333331
229,167.33333333333331
230,167.33333333333331
231,167.33333333333331
232,167.33333333333331
233,167.33333333333331
234,167.33333333333331
235,167.33333333333331
236,167.33333333333331
237,167.33333333333331
238,167.33333333333331
239,167.33333333333331
240,167.33333333333331
241,167.33333333333331
242,167.33333333333331
243,167.33333333333331
244,167.33333333333331
245,167.33333333333331
246,167.33333333333331
247,167.33333333333331
248,167.33333333333331
249,167.33333333333331
250,167.33333333333331
251,167.33333333333331
252,167.33333333333331
253,167.33333333333331
254,167.33333333333331
255,167.33333333333331
256,167.33333333333331
257,167.33333333333331
258,167.33333333333331
259,167.33333333333331
260,167.33333333333331
261,167.33333333333331
262,167.33333333333331
263,167.33333333333331
264,167.33333333333331
265,167.33333333333331
266,167.33333333333331
267,167.33333333333331
268,167.33333333333331
269,167.33333333333331
270,167.33333333333331
271,167.33333333333331
272,167.33333333333331
273,167.33333333333331
274,167.33333333333331
275,167.33333333333331
276,167.33333333333331
277,167.33333333333331
278,167.33333333333331
279,167.33333333333331
280,167.33333333333331
281,167.33333333333331
282,167.33333333333331
283,167.33333333333331
284,167.33333333333331
285,167.33333333333331
286,138.0
287,138.0
288,138.0
289,138.0
290,138.0
291,138.0
292,138.0
293,138.0
294,138.0
295,138.0
296,138.0
297,138.0
298,138.0
299,138.0
300,138.0
301,138.0
302,138.0
303,138.0
304,138.0
305,138.0
306,138.0
307,138.0
308,138.0
309,138.0
310,138.0
311,138.0
312,138.0
313,138.0
314,138.0
315,138.0
316,138.0
317,138.0
318,138.0
319,138.0
320,138.0
321,138.0
322,138.0
323,138.0
324,138.0
325,138.0
326,138.0
327,138.0
328,138.0
329,138.0
330,138.0
331,138.0
332,138.0
333,138.0
334,138.0
335,138.0
336,138.0
337,138.0
338,138.0
339,138.0
340,138.0
341,138.0
342,138.0
343,138.0
344,138.0
345,138.0
346,138.0
347,138.0
348,138.0
349,138.0
350,138.0
351,138.0
352,138.0
353,138.0
354,138.0
355,138.0
356,138.0
357,138.0
358,138.0
359,138.0
360,138.0
361,138.0
362,138.0
363,138.0
364,138.0
365,138.0
366,138.0
367,138.0
368,138.0
369,138.0
370,138.0
371,138.0
372,138.0
373,138.0
374,138.0
375,138.0
376,138.0
377,138.0
378,138.0
379,138.0
380,138.0
381,138.0
382,138.0
383,138.0
384,138.0
385,138.0
386,138.0
387,138.0
388,138.0
389,138.0
390,138.0
391,138.0
392,138.0
393,138.0
394,138.0
395,138.0
396,138.0
397,138.0
398,138.0
399,138.0
400,138.0
401,138.0
402,138.0
403,138.0
404,138.0
405,138.0
406,138.0
407,138.0
408,138.0
409,138.0
410,138.0
411,138.0
412,138.0
413,138.0
414,138.0
415,138.0
416,138.0
417,138.0
418,138.0
419,138.0
420,138.0
421,138.0
422,138.0
423,138.0
424,138.0
425,138.0
